REPORT,ACCTYPE,TIME,WEEKDAY,RDSURF,LIGHT,weather,deg_curv,pct_grad,AADT,trkpcts,mvmt,RURURB,MED_TYPE,MEDWID,LSHL_TYP,LSHL_TY2,LSHLDWID,LSHL_WD2,RSHL_TYP,RSHL_TY2,RSHLDWID,RSHL_WD2,SURF_TYP,SURF_TY2,lanewid,rdwy_wid,FUNC_CLS,sex,young,old,drink,truck,old_car
2,33,1559,4,2.0,1.0,03,0.57,1.47,43270.0,5.81,0.79,U,A,8,,,0,0,A,A,8,8,A,A,12,48,53.0,0,0,0,0,0,0
1,33,245,7,2.0,4.0,01,9.55,0.13,43270.0,5.81,3.47,U,,0,C,,0,0,C,,0,0,A,,12,46,53.0,0,0,0,1,0,0
1,33,5,4,2.0,4.0,03,10.42,0.13,43270.0,5.81,3.47,U,,0,C,,0,0,C,,0,0,A,,12,46,53.0,1,0,0,0,0,0
2,33,2016,6,2.0,4.0,03,0.0,0.48,43270.0,5.81,2.53,U,,0,C,,0,0,C,,0,0,A,,11,44,53.0,0,0,0,0,0,0
1,33,1053,6,1.0,1.0,01,0.0,0.53,2355.0,0.0,0.07000000000000002,R,,0,B,,6,0,B,,6,0,B,,12,23,45.0,0,0,0,0,0,0
1,33,1230,5,3.0,1.0,08,0.0,0.42,9611.0,4.84,0.11,U,,0,C,,0,0,C,,0,0,A,,22,65,53.0,0,0,0,0,0,0
1,33,1411,3,3.0,1.0,01,0.0,0.48,15933.0,0.0,0.17,U,,0,C,,0,0,C,,0,0,A,,12,48,53.0,0,0,0,0,0,0
2,33,727,3,1.0,1.0,01,3.0,0.15,16364.0,0.0,0.36,U,,0,C,,0,0,C,,0,0,A,,17,66,53.0,0,1,0,0,0,1
1,33,1700,3,9.0,9.0,00,0.0,0.11,16364.0,0.0,0.42,U,,0,C,,0,0,C,,0,0,A,,15,60,53.0,0,1,0,0,0,1
1,33,217,5,4.0,4.0,06,5.0,0.0,3755.0,6.08,0.03,U,,0,C,,0,0,C,,0,0,A,,24,48,54.0,0,1,0,0,0,0
2,33,1642,5,1.0,1.0,01,1.0,6.0,2108.0,14.33,2.29,R,,0,B,,2,0,B,,2,0,B,,11,22,45.0,0,0,0,0,0,0
1,33,825,7,2.0,1.0,03,0.0,1.2,29603.0,9.43,3.46,U,,0,A,,2,0,A,,2,0,A,,12,46,53.0,1,1,0,0,0,1
1,33,1100,3,1.0,1.0,02,0.0,3.4900000000000007,22984.0,20.88,1.93,U,S,76,A,A,4,4,A,A,10,10,P,P,12,48,51.0,0,0,0,0,0,1
2,33,250,7,1.0,4.0,01,0.0,0.58,22984.0,0.0,1.09,U,S,76,A,A,4,4,A,A,10,10,P,P,12,48,51.0,0,1,0,0,0,0
1,33,1229,6,4.0,1.0,01,0.0,2.95,22984.0,0.0,0.9200000000000002,U,S,76,A,A,4,4,A,A,10,10,P,P,12,48,51.0,1,1,0,0,0,1
1,33,928,6,4.0,1.0,02,0.97,2.95,22984.0,0.0,0.42,U,S,76,A,A,4,4,A,A,10,10,P,P,12,48,51.0,1,1,0,0,0,0
1,33,1155,6,4.0,1.0,02,0.97,2.95,22984.0,0.0,0.42,U,S,76,A,A,4,4,A,A,10,10,P,P,12,48,51.0,1,1,0,0,0,0
1,33,816,6,4.0,1.0,02,0.97,2.95,55396.0,0.0,0.2,U,S,76,A,A,4,4,A,A,10,10,P,P,12,48,51.0,0,0,0,0,0,0
1,33,2310,5,4.0,6.0,01,0.97,2.95,55396.0,0.0,0.2,U,S,76,A,A,4,4,A,A,10,10,P,P,12,48,51.0,1,1,0,0,0,1
1,33,852,1,1.0,1.0,01,0.97,2.95,55396.0,0.0,0.2,U,S,76,A,A,4,4,A,A,10,10,P,P,12,48,51.0,1,1,0,0,0,0
1,33,845,1,2.0,1.0,06,0.97,2.95,55396.0,0.0,0.2,U,S,76,A,A,4,4,A,A,10,10,P,P,12,48,51.0,0,0,0,0,0,1
2,33,1451,6,4.0,1.0,04,0.97,2.95,55396.0,0.0,0.2,U,S,76,A,A,4,4,A,A,10,10,P,P,12,48,51.0,1,1,0,0,0,1
1,33,901,5,4.0,1.0,02,0.97,2.95,55396.0,0.0,0.8100000000000002,U,O,76,W,W,0,0,W,W,0,0,P,P,19,76,51.0,1,1,0,0,0,0
2,33,651,5,4.0,4.0,01,0.97,2.95,55396.0,0.0,1.82,U,O,76,W,W,0,0,W,W,0,0,P,P,19,76,51.0,1,1,0,0,0,0
2,33,2100,7,4.0,5.0,02,0.97,2.95,55396.0,0.0,1.82,U,O,76,W,W,0,0,W,W,0,0,P,P,19,76,51.0,0,1,0,0,0,1
1,33,2239,6,3.0,6.0,02,0.97,2.95,55396.0,0.0,1.82,U,O,76,W,W,0,0,W,W,0,0,P,P,19,76,51.0,1,0,0,0,0,0
1,33,1103,1,4.0,1.0,04,0.97,2.95,55396.0,0.0,1.6200000000000003,U,S,76,A,A,4,4,A,A,10,10,P,P,12,48,51.0,0,0,0,0,0,1
1,33,726,7,1.0,1.0,01,0.97,2.95,55396.0,0.0,1.6200000000000003,U,S,76,A,A,4,4,A,A,10,10,P,P,12,48,51.0,0,1,0,0,0,1
1,33,1904,4,4.0,4.0,03,0.0,2.95,55396.0,0.0,0.2,U,S,76,A,A,4,4,A,A,10,10,P,P,12,48,51.0,1,1,0,0,0,0
1,33,826,3,4.0,1.0,02,1.4,0.0,68505.0,0.0,2.25,U,S,76,A,A,4,6,A,A,10,10,P,P,12,48,51.0,0,1,0,0,0,0
2,33,725,5,3.0,1.0,04,0.0,2.15,66115.0,0.0,1.45,U,S,76,A,A,7,6,A,A,10,14,P,P,12,72,51.0,0,0,0,0,0,0
1,33,1822,6,3.0,4.0,04,0.0,2.15,66115.0,0.0,1.21,U,S,76,A,A,7,6,A,A,10,14,P,P,12,72,51.0,0,0,1,0,0,1
1,33,944,7,4.0,1.0,04,0.0,2.15,66115.0,0.0,3.86,U,O,76,W,W,0,0,W,W,0,0,P,P,17,104,51.0,1,1,0,0,0,0
1,33,1657,4,1.0,1.0,01,0.0,2.15,66115.0,0.0,3.86,U,O,76,W,W,0,0,W,W,0,0,P,P,17,104,51.0,0,0,0,0,1,1
1,33,551,3,4.0,6.0,05,0.0,2.15,66115.0,0.0,4.83,U,O,76,W,W,0,0,W,W,0,0,P,P,17,104,51.0,1,0,0,0,0,0
1,33,2220,5,4.0,6.0,01,0.0,2.15,66115.0,0.0,4.83,U,O,76,W,W,0,0,W,W,0,0,P,P,17,104,51.0,0,1,0,0,0,0
1,33,1633,3,1.0,1.0,01,0.0,2.15,66115.0,6.14,11.34,U,S,76,A,A,7,6,A,A,10,10,P,P,12,72,51.0,1,0,0,0,0,0
2,33,702,5,4.0,1.0,04,0.0,0.05,66115.0,6.14,11.34,U,S,76,A,A,7,6,A,A,10,10,P,P,12,72,51.0,0,0,0,0,0,0
1,33,715,5,3.0,1.0,01,0.0,0.56,66115.0,6.14,11.34,U,S,76,A,A,7,6,A,A,10,10,P,P,12,72,51.0,0,0,0,0,0,1
2,33,1605,3,4.0,3.0,04,1.47,0.6,66115.0,0.0,3.14,U,S,76,A,A,7,6,A,A,10,10,P,P,12,72,51.0,1,0,0,0,0,1
1,33,1325,3,4.0,1.0,04,1.47,0.6,66115.0,0.0,2.17,U,S,76,A,A,7,6,A,A,10,10,P,P,12,72,51.0,0,0,0,0,0,0
1,33,835,1,3.0,1.0,02,0.0,0.6,54522.0,0.0,7.16,U,S,76,A,A,7,6,A,A,10,10,P,P,12,72,51.0,0,1,0,0,0,1
1,33,1710,7,3.0,6.0,04,0.0,0.89,54522.0,0.0,8.16,U,S,76,A,A,7,6,A,A,10,10,P,P,12,72,51.0,1,1,0,0,0,1
1,33,1104,3,3.0,1.0,04,0.0,0.5,54522.0,0.0,2.99,U,S,76,A,A,7,6,A,A,10,10,P,P,12,72,51.0,1,1,0,0,0,1
1,33,1400,2,4.0,1.0,04,0.0,0.5,54522.0,0.0,4.98,U,S,76,A,A,7,6,A,A,10,10,P,P,12,72,51.0,0,0,0,0,0,0
1,33,1723,3,4.0,1.0,02,0.0,0.5,32575.0,0.0,2.85,U,S,76,A,A,7,6,A,A,10,10,P,P,12,72,51.0,1,0,0,0,0,1
1,33,1650,3,4.0,1.0,06,0.0,2.8,55651.0,0.0,0.41,U,S,76,A,W,7,0,A,W,10,0,P,P,15,88,51.0,1,1,0,0,0,0
1,33,1706,7,3.0,4.0,04,0.0,2.8,55651.0,0.0,8.939999999999998,U,S,76,A,A,7,6,A,A,10,10,P,P,12,72,51.0,0,0,0,0,0,0
1,33,800,5,3.0,1.0,04,0.0,2.8,55651.0,0.0,8.939999999999998,U,S,76,A,A,7,6,A,A,10,10,P,P,12,72,51.0,0,1,0,0,0,0
2,33,1445,3,1.0,1.0,01,1.3,0.31,55651.0,0.0,1.22,U,S,76,A,A,5,5,A,A,10,10,P,P,12,48,51.0,0,0,0,0,0,1
2,33,2346,7,4.0,6.0,04,0.0,0.31,55651.0,0.0,3.05,U,S,40,A,A,5,5,A,A,10,10,A,A,15,60,51.0,0,1,0,0,0,1
1,33,2235,3,4.0,4.0,06,0.0,1.86,55651.0,0.0,2.44,U,S,40,A,A,5,5,A,A,10,10,A,A,12,48,51.0,0,0,0,0,0,0
1,33,1538,6,3.0,1.0,04,0.0,0.14,53640.0,0.0,4.89,U,S,40,A,A,5,5,A,A,10,10,A,A,12,48,51.0,1,1,0,0,0,1
1,33,425,1,1.0,6.0,01,0.0,0.14,53640.0,0.0,0.5899999999999999,U,S,40,A,A,5,5,A,A,10,10,A,A,12,48,51.0,1,0,0,0,0,0
1,33,1919,7,4.0,4.0,02,0.0,0.14,53640.0,0.0,1.76,U,S,40,A,A,5,5,A,A,10,10,A,A,12,48,51.0,0,1,0,0,0,0
2,33,3,7,1.0,4.0,01,0.0,0.14,53640.0,0.0,1.76,U,S,40,A,A,5,5,A,A,10,10,A,A,12,48,51.0,0,1,0,1,0,0
2,33,724,5,1.0,1.0,01,0.0,0.29,53640.0,0.0,1.76,U,S,40,A,A,5,5,A,A,10,10,A,A,12,48,51.0,0,1,0,0,0,1
1,33,541,7,4.0,4.0,02,0.0,0.29,53640.0,0.0,1.37,U,S,40,A,A,5,5,A,A,10,10,A,A,12,48,51.0,0,0,0,0,0,1
1,33,1356,2,1.0,1.0,01,0.0,2.97,53640.0,0.0,0.5899999999999999,U,O,40,C,C,0,0,C,C,0,0,A,A,21,82,51.0,0,0,0,0,0,0
2,33,7,4,1.0,4.0,01,0.0,1.34,48786.0,0.0,0.18,U,S,40,A,A,5,5,A,A,10,10,A,A,12,47,51.0,1,1,0,0,0,1
1,33,1226,1,4.0,1.0,01,0.0,1.34,48786.0,0.0,0.36,U,S,40,A,A,5,5,A,A,10,10,A,A,12,47,51.0,1,0,0,0,0,1
1,33,414,1,1.0,6.0,01,1.3,0.0,48786.0,0.0,2.67,U,S,40,A,A,5,5,A,A,10,10,A,A,12,47,51.0,0,0,0,0,0,1
1,33,808,2,4.0,1.0,04,1.3,0.0,48786.0,0.0,2.67,U,S,40,A,A,5,5,A,A,10,10,A,A,12,47,51.0,1,0,0,0,0,0
1,33,1045,1,2.0,1.0,04,2.17,0.65,4977.0,13.69,2.96,R,,0,B,,8,0,B,,8,0,B,,12,24,43.0,1,0,1,0,0,0
1,33,632,3,1.0,1.0,01,2.17,0.96,5681.0,13.84,0.04,R,,0,B,,8,0,B,,8,0,B,,12,24,42.0,0,1,0,0,0,0
2,33,1815,4,1.0,4.0,02,2.17,0.96,5681.0,13.84,0.06,R,,0,A,,8,0,A,,8,0,A,,12,24,42.0,0,1,0,0,0,0
1,33,1215,7,3.0,1.0,02,0.0,1.88,7817.0,11.95,0.17,R,,0,A,,8,0,A,,8,0,A,,12,24,43.0,0,1,0,0,0,1
1,33,1746,1,1.0,1.0,01,0.0,0.49,9954.0,13.84,0.22,R,,0,C,,0,0,C,,0,0,A,,14,56,43.0,0,0,0,0,0,1
1,33,1740,2,1.0,9.0,01,4.0,0.84,9254.0,13.84,0.03,R,,0,C,,0,0,C,,0,0,A,,12,36,43.0,0,0,0,0,0,0
1,33,0,6,1.0,9.0,01,4.0,0.8,9254.0,13.84,0.17,R,,0,C,,0,0,C,,0,0,A,,13,26,43.0,0,0,0,0,0,0
1,33,1255,1,1.0,1.0,01,4.0,0.8,9254.0,13.84,0.03,R,,0,A,,4,0,A,,4,0,A,,10,20,43.0,0,0,0,0,0,1
1,33,1719,3,3.0,6.0,04,7.639999999999999,5.09,6057.0,13.84,0.18,R,,0,A,,4,0,A,,8,0,A,,11,22,42.0,0,0,0,0,0,1
1,33,215,7,9.0,6.0,00,0.0,1.31,5695.0,13.84,0.79,R,,0,A,,7,0,A,,7,0,A,,12,23,43.0,0,0,0,0,0,1
1,33,945,6,3.0,1.0,03,0.0,0.34,4391.0,14.91,0.27,R,,0,A,,8,0,A,,8,0,P,,14,28,42.0,1,0,0,0,0,0
1,33,806,3,3.0,1.0,02,0.7,2.42,4391.0,14.91,2.4,R,,0,B,,9,0,B,,9,0,P,,12,24,42.0,0,1,0,0,0,0
2,33,747,5,4.0,2.0,05,0.7,2.42,4391.0,14.91,2.4,R,,0,B,,9,0,B,,9,0,P,,12,24,42.0,0,1,0,0,0,0
1,33,745,5,4.0,2.0,05,0.0,2.42,4391.0,14.91,1.09,R,,0,B,,9,0,B,,9,0,P,,12,24,42.0,1,0,0,0,0,0
1,33,2250,1,4.0,6.0,01,0.0,3.89,4391.0,14.91,0.4,R,,0,B,,10,0,B,,10,0,P,,12,24,42.0,1,1,0,0,0,1
2,33,1410,5,3.0,1.0,04,0.8,1.3,4391.0,14.91,4.09,R,,0,B,,10,0,B,,10,0,P,,12,24,42.0,1,1,0,0,0,1
2,33,1055,1,3.0,1.0,04,0.0,0.23000000000000004,4578.0,19.69,0.27,R,,0,B,,10,0,B,,10,0,P,,12,24,42.0,0,0,1,0,0,1
1,33,530,2,4.0,6.0,04,0.0,3.44,4970.0,19.03,0.9399999999999998,R,,0,,,0,0,A,,6,0,A,,12,24,42.0,0,0,0,0,0,1
1,33,2125,7,1.0,4.0,01,0.0,1.45,5450.0,15.98,0.22,R,,0,A,,10,0,A,,6,0,A,,12,24,42.0,0,1,0,0,0,0
2,33,419,2,8.0,6.0,05,1.9,0.22,5450.0,15.98,0.42,R,S,78,A,A,4,4,A,A,10,10,A,P,12,48,42.0,1,0,0,0,0,1
1,33,823,5,3.0,1.0,06,0.0,0.25,7305.0,13.84,2.32,R,S,78,A,A,4,4,A,A,10,11,P,A,12,48,42.0,1,1,0,0,0,0
1,33,2135,5,4.0,6.0,02,4.77,4.4,8208.0,13.84,1.32,R,S,80,A,A,4,4,A,A,10,10,A,P,12,48,42.0,0,1,0,0,0,1
1,33,1242,2,2.0,1.0,02,4.77,3.0,8208.0,13.84,1.32,R,S,80,A,A,4,4,A,A,10,10,A,P,12,48,42.0,1,1,0,0,0,0
2,33,654,2,1.0,1.0,01,4.77,3.0,8208.0,13.84,1.32,R,S,80,A,A,4,4,A,A,10,10,A,P,12,48,42.0,0,0,0,0,1,1
1,33,1425,5,3.0,1.0,04,0.0,2.91,10344.0,13.84,0.91,R,S,40,A,B,4,4,A,B,10,10,P,P,12,48,42.0,1,0,0,0,0,0
2,33,1935,1,2.0,6.0,03,0.0,0.69,15135.0,9.88,2.1,U,S,40,A,A,4,4,A,A,10,10,P,P,12,48,52.0,0,0,0,1,0,1
1,33,733,6,1.0,1.0,01,0.0,0.69,15135.0,9.88,2.1,U,S,40,A,A,4,4,A,A,10,10,P,P,12,48,52.0,0,0,0,0,0,1
1,33,1037,6,3.0,1.0,01,2.86,1.47,15528.0,13.84,0.17,U,S,40,A,A,4,4,A,A,10,10,P,P,12,48,52.0,0,1,0,0,0,0
1,33,1636,5,4.0,4.0,04,2.86,1.47,15528.0,13.84,0.17,U,S,40,A,A,4,4,A,A,10,10,P,P,12,48,52.0,0,0,1,0,0,1
1,33,353,7,4.0,6.0,04,0.0,2.05,15528.0,13.84,1.02,U,S,40,A,A,4,4,A,A,10,10,P,P,12,48,52.0,0,0,0,1,0,1
1,33,1520,5,3.0,4.0,03,0.0,1.21,15542.0,13.84,0.06,U,S,42,B,A,4,4,B,A,10,10,A,P,12,48,52.0,0,0,0,0,0,0
1,33,1140,6,3.0,1.0,01,0.0,0.25,13741.0,13.84,0.25,U,S,42,A,A,4,4,A,A,10,10,P,P,12,48,52.0,1,1,0,0,0,1
1,33,1025,5,1.0,1.0,01,0.0,0.25,13741.0,13.84,0.7,U,S,42,A,A,4,4,A,A,10,10,P,P,12,48,52.0,0,0,0,0,0,0
2,33,2119,7,1.0,6.0,01,0.0,4.32,20760.0,13.84,1.52,U,S,72,A,A,4,4,A,A,10,10,P,P,12,48,52.0,0,0,0,1,0,1
1,33,215,5,4.0,6.0,01,0.0,4.32,20760.0,13.84,1.52,U,S,72,A,A,4,4,A,A,10,10,P,P,12,48,52.0,0,0,0,0,0,0
1,33,210,7,1.0,4.0,01,0.0,1.82,20536.0,13.84,0.6,U,A,40,A,A,4,4,A,A,10,10,P,P,12,48,52.0,0,1,0,1,0,0
1,33,520,4,1.0,6.0,01,0.0,1.82,21015.0,13.84,3.6800000000000006,U,S,40,A,A,4,4,A,A,10,10,P,P,12,48,52.0,1,0,1,0,0,1
1,33,936,4,1.0,1.0,01,0.0,0.91,21015.0,13.84,0.54,U,S,40,A,A,4,4,A,A,10,10,P,P,12,48,52.0,0,0,0,0,0,0
1,33,430,1,9.0,4.0,00,0.0,0.5,10464.0,0.0,1.15,U,,0,A,,5,0,A,,8,0,A,,11,22,54.0,0,0,0,0,0,0
1,33,1302,2,2.0,1.0,03,0.0,2.48,8942.0,3.17,0.07000000000000002,U,A,2,,,0,0,C,C,0,0,A,A,15,30,54.0,1,1,0,0,0,0
1,33,0,1,1.0,9.0,01,0.0,5.0,17508.0,5.18,0.13,U,A,2,,,0,0,C,C,0,0,A,A,15,30,54.0,0,0,0,0,0,0
2,33,1009,3,2.0,1.0,02,0.0,0.01,36659.0,4.0,0.67,U,S,14,,,0,0,C,C,0,0,A,A,13,66,53.0,0,1,0,0,0,0
1,33,1055,5,2.0,1.0,03,0.0,1.67,34121.0,4.0,1.25,U,,0,A,,8,0,A,,8,0,A,,11,44,53.0,1,1,0,0,0,0
1,33,307,6,1.0,6.0,05,0.0,1.12,11180.0,8.26,4.77,R,,0,A,,5,0,A,,5,0,A,,12,23,44.0,0,0,0,0,0,0
1,33,1438,3,1.0,1.0,01,0.0,0.22,11180.0,8.26,0.82,R,,0,A,,5,0,A,,5,0,A,,12,23,44.0,0,0,0,0,0,1
2,33,2029,4,1.0,4.0,01,28.65,0.14,8425.0,4.0,0.03,U,,0,A,,10,0,A,,16,0,A,,12,23,54.0,0,0,0,1,0,0
1,33,1209,4,2.0,1.0,03,26.4,4.56,9427.0,4.0,0.14,R,,0,W,,0,0,W,,0,0,P,,18,36,44.0,1,0,0,0,0,0
1,33,100,4,4.0,6.0,02,26.4,4.56,9427.0,4.0,0.89,R,,0,A,,4,0,A,,4,0,A,,11,22,44.0,1,1,0,0,0,1
1,33,1118,7,2.0,1.0,03,26.4,4.56,9427.0,4.0,0.89,R,,0,A,,4,0,A,,4,0,A,,11,22,44.0,0,0,0,0,0,0
1,33,1320,1,1.0,1.0,01,0.0,0.12,9427.0,4.0,0.28,U,,0,A,,8,0,A,,8,0,A,,11,22,54.0,0,1,0,0,1,1
1,33,2308,5,1.0,6.0,01,0.0,0.12,11320.0,4.0,0.41,U,,0,A,,8,0,A,,8,0,A,,11,22,54.0,1,1,0,0,0,0
1,33,658,7,1.0,6.0,01,0.0,0.0,7563.0,10.189999999999998,1.52,R,,0,A,,5,0,A,,5,0,A,,11,22,44.0,0,0,0,0,0,0
1,33,550,5,1.0,2.0,01,0.0,0.0,7563.0,10.189999999999998,1.52,R,,0,A,,5,0,A,,5,0,A,,11,22,44.0,0,1,0,0,0,0
1,33,630,1,4.0,2.0,02,0.0,0.11,9486.0,7.85,0.03,R,,0,A,,2,0,A,,2,0,A,,12,23,44.0,1,0,0,0,0,0
1,33,1155,4,2.0,1.0,02,0.0,0.0,8667.0,8.88,4.59,R,,0,A,,2,0,A,,2,0,A,,12,23,44.0,1,1,0,0,0,1
2,33,1515,3,1.0,1.0,01,2.0,0.42,8667.0,8.88,4.59,R,,0,A,,2,0,A,,2,0,A,,12,23,44.0,1,0,0,0,0,0
2,33,947,2,1.0,1.0,01,0.0,1.0,8667.0,8.88,0.79,R,,0,A,,1,0,A,,2,0,A,,12,23,44.0,0,0,0,0,0,0
2,33,1935,4,1.0,3.0,01,0.0,0.27,9682.0,7.85,0.04,R,,0,C,,0,0,C,,0,0,A,,12,48,44.0,0,0,0,1,1,0
1,33,1602,6,1.0,1.0,01,0.0,0.0,13327.0,7.85,0.19,U,,0,C,,0,0,C,,0,0,A,,22,44,54.0,0,0,0,0,1,0
2,33,1904,7,1.0,6.0,01,5.0,1.8,10333.0,7.85,2.15,R,,0,A,,6,0,A,,9,0,A,,12,23,44.0,0,1,0,0,0,1
1,33,1354,6,1.0,1.0,01,1.0,0.4,11627.0,11.32,0.64,R,,0,A,,8,0,A,,8,0,A,,11,22,44.0,0,0,0,0,0,0
1,33,1516,6,1.0,1.0,01,0.0,0.0,14055.0,7.85,0.4600000000000001,U,,0,C,,0,0,C,,0,0,A,,22,44,53.0,0,0,0,0,1,0
1,33,1203,1,2.0,1.0,03,0.0,0.0,14055.0,7.85,0.31,U,,0,C,,0,0,C,,0,0,A,,28,56,53.0,0,0,0,0,0,0
1,33,2313,5,2.0,4.0,02,0.0,2.8,6203.0,5.4,0.18,U,,0,A,,8,0,A,,8,0,A,,11,22,52.0,0,1,0,0,0,1
1,33,2019,5,1.0,4.0,01,1.0,4.4,29116.0,0.0,4.25,U,,0,A,,8,0,A,,10,0,A,,11,22,52.0,1,1,0,0,0,0
1,33,928,7,2.0,1.0,3,0.5,2.83,156971.0,6.06,14.32,U,P,12,,,0,0,W,W,0,0,P,P,17,136,51.0,0,1,0,0,0,0
1,33,2125,3,7.0,4.0,9,0.5,0.44,156971.0,6.06,14.32,U,P,12,,,0,0,W,W,0,0,P,P,17,136,51.0,0,1,0,0,0,1
1,33,1054,1,3.0,1.0,1,0.0,0.44,156971.0,0.0,3.44,U,P,12,,,0,0,W,W,0,0,P,P,17,136,51.0,0,0,0,0,0,0
2,33,1024,6,1.0,1.0,2,0.0,0.44,156971.0,0.0,8.59,U,P,12,,,0,0,W,W,0,0,P,P,17,136,51.0,0,0,0,0,0,0
2,33,1309,2,8.0,1.0,3,0.0,0.44,104656.0,0.0,5.35,U,A,32,,,0,0,A,A,10,10,P,P,12,84,51.0,1,0,0,0,0,0
1,33,1116,7,3.0,1.0,4,0.0,0.44,104656.0,0.0,5.35,U,A,32,,,0,0,A,A,10,10,P,P,12,84,51.0,0,0,0,0,0,1
2,33,2244,5,1.0,6.0,1,0.0,0.44,104656.0,0.0,5.35,U,A,32,,,0,0,A,A,10,10,P,P,12,84,51.0,1,0,0,1,0,0
1,33,1334,1,2.0,1.0,3,0.0,0.44,104656.0,0.0,5.35,U,A,32,,,0,0,A,A,10,10,P,P,12,84,51.0,1,0,0,0,0,0
1,33,919,5,1.0,1.0,1,0.0,3.01,104656.0,0.0,1.91,U,S,40,A,A,10,10,A,A,10,10,P,P,12,84,51.0,1,0,0,0,0,0
1,33,1604,6,4.0,1.0,4,1.91,3.01,138126.0,0.0,2.02,U,S,46,A,A,10,10,A,A,10,10,P,P,12,84,51.0,0,0,0,0,0,0
1,33,1640,7,2.0,3.0,3,1.91,0.5,138126.0,0.0,1.51,U,S,46,A,A,10,10,A,A,10,10,P,P,12,84,51.0,0,0,0,0,0,0
1,33,2234,4,2.0,4.0,3,0.0,0.5,138126.0,0.0,3.53,U,S,52,A,A,10,10,A,A,10,10,P,P,12,84,51.0,0,0,0,0,0,0
1,33,257,6,1.0,4.0,1,0.0,0.5,105898.0,0.0,5.02,U,S,52,A,A,10,10,A,A,10,10,P,P,12,84,51.0,1,0,0,1,0,0
1,33,830,4,1.0,1.0,1,1.91,0.5,105898.0,0.0,5.02,U,S,52,A,A,10,10,A,A,10,10,P,P,12,84,51.0,1,1,0,0,0,0
1,33,457,7,7.0,6.0,3,1.91,0.5,105898.0,0.0,1.93,U,S,66,A,A,10,10,A,A,10,10,P,P,12,84,51.0,1,1,0,0,0,0
1,33,703,4,1.0,2.0,1,0.0,0.65,105898.0,0.0,11.21,U,S,128,A,A,6,6,A,A,10,10,P,P,12,72,51.0,1,0,0,0,0,0
1,33,37,4,2.0,4.0,1,0.0,0.65,105898.0,0.0,1.93,U,S,128,A,A,6,6,A,A,10,10,P,P,12,72,51.0,1,0,0,0,0,0
2,33,137,4,1.0,4.0,1,0.0,0.65,105898.0,0.0,1.93,U,S,128,A,A,6,6,A,A,10,10,P,P,12,72,51.0,1,1,0,0,0,0
1,33,630,4,2.0,4.0,3,0.0,0.65,105898.0,0.0,1.93,U,S,128,A,A,6,6,A,A,10,10,P,P,12,72,51.0,1,0,0,0,0,0
1,33,1453,6,1.0,1.0,1,0.0,1.36,119711.0,0.0,1.31,U,O,114,W,W,0,0,W,W,0,0,P,P,17,104,51.0,1,1,0,0,0,0
1,33,1321,7,2.0,1.0,2,0.0,0.22,119711.0,0.0,4.81,U,S,126,A,A,6,6,A,A,10,22,P,P,12,60,51.0,0,1,0,0,0,0
2,33,2050,1,1.0,4.0,2,1.0,0.22,119711.0,0.0,6.99,U,S,126,A,A,6,6,A,A,10,22,P,P,12,60,51.0,1,0,1,0,0,0
1,33,1927,6,4.0,4.0,1,1.0,0.22,119711.0,0.0,11.8,U,S,126,A,A,6,6,A,A,14,26,P,P,12,60,51.0,1,1,0,0,0,1
1,33,321,4,2.0,4.0,2,0.0,0.22,119711.0,0.0,3.06,U,S,126,A,A,6,6,A,A,14,26,P,P,12,48,51.0,1,0,1,1,0,0
1,33,1740,7,2.0,6.0,3,0.0,1.0,64854.0,0.0,3.08,U,S,126,A,A,6,6,A,A,14,26,P,P,12,48,51.0,1,0,0,0,0,1
1,33,1906,1,1.0,3.0,2,0.72,0.34,86828.0,0.0,9.189999999999998,U,S,94,A,A,4,4,A,A,10,10,P,P,12,48,51.0,0,0,1,0,0,1
1,33,939,1,1.0,1.0,1,0.72,0.34,86828.0,0.0,1.9,U,S,94,A,A,4,4,A,A,10,10,P,P,12,48,51.0,1,0,0,0,0,0
1,33,2008,6,4.0,6.0,2,0.57,2.52,72590.0,0.0,1.0600000000000005,U,S,145,A,A,4,4,A,A,10,10,P,P,12,48,51.0,0,0,0,0,0,0
1,33,439,1,4.0,6.0,2,0.0,0.65,72590.0,0.0,4.5,U,S,145,A,A,4,4,A,A,10,10,P,P,12,48,51.0,0,1,0,0,0,1
1,33,439,2,4.0,6.0,2,0.0,0.65,72590.0,0.0,4.5,U,S,145,A,A,4,4,A,A,10,10,P,P,12,48,51.0,0,0,1,0,0,0
1,33,2021,4,1.0,3.0,1,0.95,2.59,72590.0,0.0,3.71,U,S,100,A,A,4,4,A,A,10,10,P,P,12,48,51.0,1,1,0,0,0,0
2,33,1835,1,1.0,1.0,1,0.95,2.59,72590.0,0.0,3.71,U,S,100,A,A,4,4,A,A,10,10,P,P,12,48,51.0,0,0,1,0,0,0
1,33,1819,2,2.0,1.0,3,0.0,2.59,72590.0,0.0,6.889999999999999,U,S,100,A,A,4,4,A,A,10,10,P,P,12,48,51.0,1,1,0,0,0,0
1,33,939,7,2.0,1.0,3,0.0,2.59,72590.0,0.0,6.889999999999999,U,S,100,A,A,4,4,A,A,10,10,P,P,12,48,51.0,1,1,0,0,0,0
